PERIOD_DT,COMPANY,LOB,METRIC,CHANNEL,SUB_CHANNEL,DTL_CHANNEL,REGION,LOB_SEGMENT,LOB_SUB_SEGMENT,TYPE,VOLUME
19MAR2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,6
20MAR2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,5
21MAR2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,5
22MAR2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,10
23MAR2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,1
24MAR2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,1
25MAR2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,4
26MAR2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,5
27MAR2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,3
28MAR2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,2
29MAR2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,4
30MAR2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,ON,Consumer Postpaid,N/A,N/A,2
31MAR2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,5
01APR2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,1
02APR2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,ON,Consumer Postpaid,N/A,N/A,1
02APR2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,7
03APR2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,4
04APR2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,2
05APR2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,1
06APR2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,2
07APR2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,4
08APR2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,5
09APR2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,2
10APR2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,3
11APR2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,3
12APR2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,1
13APR2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,1
14APR2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,2
15APR2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,15
16APR2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,11
17APR2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,3
18APR2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,2
19APR2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,4
20APR2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,5
21APR2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,7
23APR2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,3
24APR2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,6
26APR2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,3
29APR2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,2
01MAY2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,5
02MAY2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,7
03MAY2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,6
04MAY2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,1
05MAY2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,1
06MAY2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,5
10MAY2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,2
12MAY2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,4
13MAY2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,3
14MAY2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,2
15MAY2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,2
16MAY2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,3
17MAY2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,6
18MAY2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,2
20MAY2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,1
21MAY2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,6
22MAY2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,ON,Consumer Postpaid,N/A,N/A,2
22MAY2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,9
23MAY2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,ON,Consumer Postpaid,N/A,N/A,1
23MAY2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,4
24MAY2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,4
25MAY2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,1
26MAY2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,1
27MAY2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,5
28MAY2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,ON,Consumer Postpaid,N/A,N/A,3
28MAY2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,5
29MAY2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,3
30MAY2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,8
31MAY2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,3
01JUN2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,2
03JUN2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,12
04JUN2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,2
05JUN2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,5
06JUN2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,7
07JUN2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,2
08JUN2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,2
09JUN2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,1
10JUN2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,2
11JUN2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,9
12JUN2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,9
13JUN2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,5
14JUN2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,1
15JUN2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,3
16JUN2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,0
17JUN2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,9
18JUN2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,8
19JUN2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,3
20JUN2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,4
23JUN2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,2
24JUN2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,6
25JUN2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,ON,Consumer Postpaid,N/A,N/A,1
25JUN2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,2
26JUN2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,8
27JUN2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,1
28JUN2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,6
02JUL2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,ON,Consumer Postpaid,N/A,N/A,1
02JUL2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,8
03JUL2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,2
04JUL2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,5
05JUL2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,3
07JUL2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,3
08JUL2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,5
09JUL2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,1
11JUL2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,0
12JUL2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,8
13JUL2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,ON,Consumer Postpaid,N/A,N/A,1
13JUL2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,3
15JUL2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,3
16JUL2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,2
17JUL2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,ON,Consumer Postpaid,N/A,N/A,1
17JUL2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,2
18JUL2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,4
19JUL2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,2
20JUL2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,1
22JUL2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,1
23JUL2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,6
24JUL2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,ON,Consumer Postpaid,N/A,N/A,1
24JUL2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,2
26JUL2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,7
28JUL2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,2
29JUL2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,1
30JUL2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,ON,Consumer Postpaid,N/A,N/A,0
30JUL2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,1
31JUL2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,8
01AUG2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,11
02AUG2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,10
03AUG2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,2
04AUG2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,2
05AUG2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,1
06AUG2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,2
07AUG2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,5
08AUG2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,2
09AUG2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,6
11AUG2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,4
12AUG2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,ON,Consumer Postpaid,N/A,N/A,1
12AUG2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,2
13AUG2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,ON,Consumer Postpaid,N/A,N/A,2
13AUG2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,8
14AUG2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,6
15AUG2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,4
16AUG2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,6
17AUG2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,1
18AUG2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,3
19AUG2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,1
20AUG2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,4
22AUG2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,4
23AUG2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,4
24AUG2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,4
25AUG2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,5
26AUG2024,Atlantic,ATL Echat,Mobility Gross Sales,Online,Echat,Nordia - Moncton,West,Consumer Postpaid,N/A,N/A,9
