PERIOD_DT,COMPANY,LOB,METRIC,CHANNEL,SUB_CHANNEL,DTL_CHANNEL,REGION,LOB_SEGMENT,LOB_SUB_SEGMENT,TYPE,VOLUME
01MAR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,12
04MAR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,5
04MAR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,QC,Small,N/A,N/A,0
05MAR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,6
05MAR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,QC,Small,N/A,N/A,1
05MAR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,West,Small,N/A,N/A,2
06MAR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,7
06MAR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,QC,Small,N/A,N/A,3
07MAR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,3
07MAR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,QC,Small,N/A,N/A,6
08MAR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,,ON,Small,N/A,N/A,12
08MAR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,1
11MAR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,6
11MAR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,QC,Small,N/A,N/A,1
12MAR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,7
12MAR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,West,Small,N/A,N/A,0
13MAR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,4
13MAR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,QC,Small,N/A,N/A,8
14MAR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,7
15MAR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,1
18MAR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,3
19MAR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,10
20MAR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,,ON,Small,N/A,N/A,2
20MAR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,1
21MAR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,7
21MAR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,West,Small,N/A,N/A,1
22MAR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,2
22MAR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,QC,Small,N/A,N/A,2
22MAR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,West,Small,N/A,N/A,2
26MAR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,1
27MAR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,5
27MAR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,West,Small,N/A,N/A,7
28MAR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,1
29MAR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,QC,Small,N/A,N/A,2
29MAR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,West,Small,N/A,N/A,8
01APR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,,ON,Small,N/A,N/A,1
01APR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,15
01APR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,West,Small,N/A,N/A,14
02APR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,,QC,Small,N/A,N/A,4
02APR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,West,Small,N/A,N/A,5
03APR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,,ON,Small,N/A,N/A,3
03APR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,5
03APR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,West,Small,N/A,N/A,10
04APR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,3
05APR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,1
05APR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,QC,Small,N/A,N/A,3
08APR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,1
09APR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,West,Small,N/A,N/A,1
11APR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,9
12APR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,,ON,Small,N/A,N/A,1
12APR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,2
15APR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,,ON,Small,N/A,N/A,1
15APR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,2
16APR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,,ON,Small,N/A,N/A,2
16APR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,QC,Small,N/A,N/A,5
17APR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,8
17APR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,West,Small,N/A,N/A,1
18APR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,14
18APR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,QC,Small,N/A,N/A,2
18APR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,West,Small,N/A,N/A,2
19APR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,1
19APR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,West,Small,N/A,N/A,5
22APR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,,West,Small,N/A,N/A,4
22APR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,West,Small,N/A,N/A,1
23APR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,0
25APR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,,ON,Small,N/A,N/A,1
25APR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,2
25APR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,West,Small,N/A,N/A,2
26APR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,10
26APR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,West,Small,N/A,N/A,1
29APR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,,ON,Small,N/A,N/A,2
30APR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,2
30APR2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,QC,Small,N/A,N/A,0
01MAY2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,West,Small,N/A,N/A,4
03MAY2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,,West,Small,N/A,N/A,6
03MAY2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,QC,Small,N/A,N/A,1
07MAY2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,,ON,Small,N/A,N/A,1
07MAY2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,7
07MAY2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,West,Small,N/A,N/A,1
08MAY2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,5
08MAY2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,West,Small,N/A,N/A,10
09MAY2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,5
09MAY2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,QC,Small,N/A,N/A,5
13MAY2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,1
13MAY2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,West,Small,N/A,N/A,1
14MAY2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,1
15MAY2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,1
15MAY2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,QC,Small,N/A,N/A,6
15MAY2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,West,Small,N/A,N/A,4
16MAY2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,6
16MAY2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,QC,Small,N/A,N/A,2
16MAY2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,West,Small,N/A,N/A,3
17MAY2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,QC,Small,N/A,N/A,1
17MAY2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,West,Small,N/A,N/A,1
20MAY2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,QC,Small,N/A,N/A,1
20MAY2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,West,Small,N/A,N/A,1
21MAY2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,,West,Small,N/A,N/A,1
21MAY2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,5
21MAY2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,West,Small,N/A,N/A,1
22MAY2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,4
23MAY2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,6
24MAY2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,West,Small,N/A,N/A,0
27MAY2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,,ON,Small,N/A,N/A,1
27MAY2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,5
27MAY2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,QC,Small,N/A,N/A,13
28MAY2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,,ON,Small,N/A,N/A,1
28MAY2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,,QC,Small,N/A,N/A,3
28MAY2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,,West,Small,N/A,N/A,0
28MAY2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,2
28MAY2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,West,Small,N/A,N/A,2
30MAY2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,West,Small,N/A,N/A,1
03JUN2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,4
03JUN2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,QC,Small,N/A,N/A,1
04JUN2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,West,Small,N/A,N/A,4
05JUN2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,QC,Small,N/A,N/A,10
07JUN2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,6
07JUN2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,QC,Small,N/A,N/A,1
07JUN2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,West,Small,N/A,N/A,5
10JUN2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,4
10JUN2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,QC,Small,N/A,N/A,2
10JUN2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,West,Small,N/A,N/A,2
11JUN2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,,QC,Small,N/A,N/A,2
11JUN2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,36
11JUN2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,West,Small,N/A,N/A,1
12JUN2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,3
12JUN2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,West,Small,N/A,N/A,2
13JUN2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,QC,Small,N/A,N/A,16
13JUN2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,West,Small,N/A,N/A,1
14JUN2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,1
14JUN2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,QC,Small,N/A,N/A,19
14JUN2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,West,Small,N/A,N/A,1
17JUN2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,1
17JUN2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,QC,Small,N/A,N/A,0
17JUN2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,West,Small,N/A,N/A,4
18JUN2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,2
18JUN2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,West,Small,N/A,N/A,6
19JUN2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,West,Small,N/A,N/A,2
20JUN2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,6
20JUN2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,West,Small,N/A,N/A,1
21JUN2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,0
21JUN2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,West,Small,N/A,N/A,2
24JUN2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,20
24JUN2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,West,Small,N/A,N/A,1
25JUN2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,ON,Small,N/A,N/A,6
25JUN2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,QC,Small,N/A,N/A,1
25JUN2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,West,Small,N/A,N/A,3
26JUN2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,QC,Small,N/A,N/A,1
27JUN2024,Bell,SB Echat,Mobility Gross Sales,Online,Echat,Nordia - Montreal,QC,Small,N/A,N/A,2
