PERIOD_DT,COMPANY,LOB,METRIC,CHANNEL,SUB_CHANNEL,DTL_CHANNEL,REGION,LOB_SEGMENT,LOB_SUB_SEGMENT,TYPE,VOLUME
08APR2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
09APR2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
10APR2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,2
11APR2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,4
12APR2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,2
13APR2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,6
14APR2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
15APR2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
17APR2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
18APR2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
22APR2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,2
24APR2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
25APR2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,4
27APR2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,2
28APR2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,2
29APR2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
30APR2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,2
01MAY2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
03MAY2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,4
05MAY2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,2
07MAY2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
09MAY2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
14MAY2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,4
15MAY2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
16MAY2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,2
21MAY2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,5
22MAY2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
24MAY2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,4
27MAY2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,4
28MAY2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
29MAY2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,2
30MAY2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
31MAY2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,5
01JUN2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
03JUN2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,2
04JUN2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,2
05JUN2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,3
06JUN2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
10JUN2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,3
14JUN2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
17JUN2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
18JUN2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,4
19JUN2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,3
20JUN2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,3
24JUN2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,3
25JUN2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,5
26JUN2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
27JUN2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
29JUN2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
30JUN2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
01JUL2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
02JUL2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
03JUL2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,5
04JUL2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,4
06JUL2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
07JUL2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
08JUL2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,3
10JUL2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,3
11JUL2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,5
13JUL2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,3
15JUL2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
16JUL2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
17JUL2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
19JUL2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
23JUL2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,2
26JUL2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
29JUL2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,3
30JUL2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,ON,Consumer Postpaid,N/A,N/A,2
03AUG2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
05AUG2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,2
06AUG2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,2
07AUG2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
08AUG2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
09AUG2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,3
10AUG2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
11AUG2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
13AUG2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,2
14AUG2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,2
15AUG2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,2
16AUG2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
19AUG2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
21AUG2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
22AUG2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,QC,Consumer Postpaid,N/A,N/A,1
22AUG2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,3
25AUG2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,ON,Consumer Postpaid,N/A,N/A,1
26AUG2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,ON,Consumer Postpaid,N/A,N/A,1
29AUG2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
30AUG2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,ON,Consumer Postpaid,N/A,N/A,1
30AUG2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,4
31AUG2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,2
01SEP2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
03SEP2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,4
05SEP2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,5
07SEP2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,2
10SEP2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,5
13SEP2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,0
14SEP2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,2
16SEP2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,4
17SEP2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,3
19SEP2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,3
20SEP2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
25SEP2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
27SEP2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,4
01OCT2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,2
02OCT2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,3
03OCT2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,2
04OCT2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
05OCT2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,2
06OCT2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
10OCT2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,4
13OCT2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
14OCT2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,2
15OCT2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
16OCT2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,2
18OCT2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,4
20OCT2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,2
21OCT2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,3
22OCT2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
23OCT2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
24OCT2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,2
26OCT2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
30OCT2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,3
31OCT2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,2
04NOV2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,2
07NOV2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,3
08NOV2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
11NOV2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
12NOV2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
13NOV2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,2
16NOV2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,2
18NOV2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,3
19NOV2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
22NOV2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,2
24NOV2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,2
25NOV2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,2
27NOV2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,3
02DEC2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,2
03DEC2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,2
05DEC2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,2
06DEC2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,2
09DEC2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,2
10DEC2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
11DEC2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,3
12DEC2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
13DEC2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
16DEC2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
17DEC2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,2
19DEC2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
24DEC2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
26DEC2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,2
29DEC2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,2
30DEC2024,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,4
01JAN2025,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
02JAN2025,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,1
08JAN2025,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,2
12JAN2025,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,4
13JAN2025,Bell,MTS Echat,Mobility Gross Sales,Online,Echat,Sitel - Chennai,West,Consumer Postpaid,N/A,N/A,2
